,Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Publication.Date
2979,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
2980,Accident,Non-Fatal,Substantial,Airplane,Cessna,C-152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2981,Accident,Non-Fatal,Substantial,Airplane,Beech,D95A,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2982,Accident,Non-Fatal,Substantial,Airplane,Mooney,M-20J,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,01-09-2004
2983,Accident,Non-Fatal,Substantial,Airplane,Cessna,305 A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,01-09-2004
2984,Accident,Non-Fatal,Substantial,Airplane,Cessna,182K,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2985,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,29-07-2004
2986,Accident,Non-Fatal,Substantial,Airplane,Sawyer,Skybolt,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,28-06-2006
2987,Accident,Non-Fatal,Destroyed,Airplane,Cessna,150E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,29-07-2004
2988,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2989,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-06-2004
2990,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2991,Accident,Non-Fatal,Substantial,Airplane,Beech,H35,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,29-07-2004
2992,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,29-07-2004
2993,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2994,Accident,Non-Fatal,Substantial,Airplane,Villeneuve,RV-3,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,29-07-2004
2995,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-07-2004
2996,Accident,Non-Fatal,Substantial,Airplane,Aviat,A-1B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,01-09-2004
2997,Accident,Non-Fatal,Substantial,Airplane,Fraker,Mustang II,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,01-09-2004
2998,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,29-07-2004
2999,Accident,Non-Fatal,Substantial,Airplane,Loehle Ent.,2/3 Earlybird Jenny,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,01-09-2004
3000,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3001,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3002,Accident,Non-Fatal,Substantial,Airplane,Beech,A60,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3003,Accident,Non-Fatal,Substantial,Airplane,Cessna,172C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
3004,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
3005,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3006,Accident,Non-Fatal,Substantial,Airplane,Wilford J. Tolman,Kitfox 6,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3007,Accident,Non-Fatal,Substantial,Airplane,Stinson,SR-8E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3008,Accident,Non-Fatal,Substantial,Airplane,Cessna,180J,1.0,Reciprocating,Flight Test,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-07-2004
3009,Accident,Non-Fatal,Substantial,Airplane,Cessna,R172K,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3010,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,24-03-2010
3011,Accident,Non-Fatal,Substantial,Blimp,American Blimp Corporation,A-1-50,2.0,Reciprocating,Positioning,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,01-09-2004
3012,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,01-09-2004
3013,Accident,Non-Fatal,Substantial,Airplane,Grumman American,AA-5,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,01-09-2004
3014,Accident,Non-Fatal,Substantial,Airplane,Glenn L Smith,RV-8,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3015,Accident,Non-Fatal,Substantial,Airplane,Beech,BE-24,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
3016,Accident,Non-Fatal,Substantial,Airplane,Air Tractor,AT-402,1.0,Turbo Prop,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3017,Accident,Non-Fatal,Substantial,Airplane,Cessna,T188C,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,01-09-2004
3018,Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3019,Accident,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-09-2004
3020,Accident,Non-Fatal,Substantial,Airplane,Beech,BE-58P,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,29-09-2004
3021,Accident,Non-Fatal,Substantial,Airplane,Kauffman,Bede IV,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Climb,01-09-2004
3022,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20R,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3023,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3024,Accident,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3025,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,01-09-2004
3026,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3027,Accident,Non-Fatal,Substantial,Airplane,Cessna,A188A,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3028,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,01-09-2004
3029,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,01-09-2004
3030,Accident,Non-Fatal,Substantial,Helicopter,Schweizer,269C-1,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,01-09-2004
3031,Accident,Non-Fatal,Substantial,Airplane,Merkel,Acro Sport II,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,01-09-2004
3032,Accident,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,01-09-2004
3033,Accident,Non-Fatal,Substantial,Airplane,Doerr Raymond R,RV-9A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,01-09-2004
3034,Accident,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3035,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Maneuvering,29-09-2004
3036,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-09-2004
3037,Accident,Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Other Work Use,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,29-09-2004
3038,Accident,Non-Fatal,Substantial,Airplane,Grumman-schweizer,G-164B,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,01-09-2004
3039,Accident,Non-Fatal,Substantial,Airplane,Ruehle,Glastar,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3040,Accident,Non-Fatal,Substantial,Airplane,Luscombe,8E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,01-09-2004
3041,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3042,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,29-09-2004
3043,Accident,Non-Fatal,Substantial,Helicopter,Schweizer,269C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3044,Accident,Non-Fatal,Substantial,Airplane,Youkey,Lancair 235,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3045,Accident,Non-Fatal,Substantial,Airplane,Maule,MX7235,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3046,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,28-06-2006
3047,Accident,Non-Fatal,Substantial,Helicopter,Steward Rocky,162F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,29-09-2004
3048,Accident,Non-Fatal,Substantial,Airplane,Fetherolf,Hatz CB-1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3049,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3050,Accident,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3051,Accident,Non-Fatal,Substantial,Airplane,Vans Aircraft,RV-9A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3052,Accident,Non-Fatal,Substantial,Airplane,Stearman,4E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3053,Accident,Non-Fatal,Substantial,Airplane,Fairchild,24R-40,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3054,Accident,Non-Fatal,Substantial,Airplane,Cessna,401,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3055,Accident,Non-Fatal,Substantial,Airplane,Champion,7FC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,29-09-2004
3056,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Other Work Use,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,29-09-2004
3057,Accident,Non-Fatal,Substantial,Airplane,Champion,7GCB,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3058,Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-10-2004
3059,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-09-2004
3060,Accident,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,01-09-2004
3061,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Observation,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3062,Accident,Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,01-09-2004
3063,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20R,1.0,Reciprocating,Unknown,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3064,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3065,Accident,Non-Fatal,Substantial,Airplane,Beech,23,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3066,Accident,Non-Fatal,Substantial,Airplane,Lake,LA-250,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,01-09-2004
3067,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
3068,Accident,Non-Fatal,Substantial,Airplane,Mooney,M-20E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,29-09-2004
3069,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3070,Accident,Non-Fatal,Substantial,Airplane,William K. Crawford,Tango 2,1.0,Reciprocating,Flight Test,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,28-10-2004
3071,Accident,Non-Fatal,Substantial,Airplane,Peck,Vans RV-4,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,29-09-2004
3072,Accident,Non-Fatal,Substantial,Airplane,Henes,Zenair CH 701,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,01-09-2004
3073,Accident,Non-Fatal,Substantial,Airplane,Cessna,310P,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3074,Accident,Non-Fatal,Substantial,Airplane,Air Tractor,AT-402A,1.0,Turbo Prop,Business,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Maneuvering,28-06-2006
3075,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-10-2004
3076,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210J,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Approach,29-09-2004
3077,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3078,Accident,Non-Fatal,Substantial,Airplane,Luscombe,8F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,29-09-2004
3079,Accident,Non-Fatal,Substantial,Airplane,Piper,PA28-140,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
3080,Accident,Non-Fatal,Destroyed,Airplane,Cessna,172E,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,29-09-2004
3081,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Mariner,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Descent,29-09-2004
3082,Accident,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-09-2004
3083,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,29-09-2004
3084,Accident,Non-Fatal,Substantial,Airplane,Waco,YMF-FSC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-09-2004
